,wave.pagetitle,wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.waveurl,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.attendance.academic_year,ipeds.attendance.program_year,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,ipeds.avg_net_price.public,ipeds.avg_net_price.private
267,Begin Your Cosmetology Journey Now! | Aveda Institutes in Idaho,avedaidaho.com,8.43,518,1891,http://wave.webaim.org/report?url=www.avedaidaho.com/,69,21,35,21,47,325,Aveda Institute-Boise,Boise,ID,1,1,3,,0.0,,21459.0,,,,3,,49.0,,16144.0
268,Adler University,adler.edu,2.61,152,1302,http://wave.webaim.org/report?url=https://www.adler.edu/,23,18,21,18,56,16,Adler University,Chicago,IL,4,4,2,,0.0,,,,,0.9163,1,101690.0,,,
269,Augustana College - A leading liberal arts and sciences college in Illinois,augustana.edu,3.72,238,911,http://wave.webaim.org/report?url=www.augustana.edu/,6,7,100,29,43,53,Augustana College,Rock Island,IL,3,3,2,0.5735,0.0,55924.0,,45136.0,45136.0,0.7744,1,172846113.0,2374.0,,23489.0
270,Black Hawk College - Quad-Cities Campus and East Campus,bhc.edu,7.13,1071,1790,http://wave.webaim.org/report?url=www.bhc.edu/,1,15,43,21,151,840,Black Hawk College,Moline,IL,2,2,1,,0.0,11625.0,,4470.0,7650.0,0.5053,2,7593240.0,2459.0,5208.0,
271,sadewa.example.com — Coming Soon,cannellabeautyschools.com,2.32,3,11,http://wave.webaim.org/report?url=cannellabeautyschools.com/,0,0,1,1,1,0,Cannella School of Hair Design-Villa Park,Villa Park,IL,1,1,3,,0.0,,11542.0,,,,3,,37.0,,5107.0
272,sadewa.example.com — Coming Soon,cannellabeautyschools.com,2.32,3,11,http://wave.webaim.org/report?url=cannellabeautyschools.com/,0,0,1,1,1,0,Cannella School of Hair Design-Chicago,Chicago,IL,1,1,3,,0.0,,11028.0,,,,3,,36.0,,7778.0
273,sadewa.example.com — Coming Soon,cannellabeautyschools.com,2.32,3,11,http://wave.webaim.org/report?url=cannellabeautyschools.com/,0,0,1,1,1,0,Cannella School of Hair Design-Blue Island,Blue Island,IL,1,1,3,,0.0,,12690.0,,,,3,,3.0,,9330.0
274,Carl Sandburg College,sandburg.edu,4.45,181,520,http://wave.webaim.org/report?url=www.sandburg.edu/,0,0,7,33,35,106,Carl Sandburg College,Galesburg,IL,2,2,1,,0.0,10663.0,,4810.0,8002.0,0.2312,2,12876981.0,1154.0,3834.0,
275,Midwestern University - Educating Tomorrow's Healthcare Team,midwestern.edu,5.83,490,1743,http://wave.webaim.org/report?url=https://www.midwestern.edu/,17,6,32,39,142,254,Midwestern University-Downers Grove,Downers Grove,IL,4,4,2,,0.0,,,,,1.0,1,5038257.0,,,
276,Midwestern University - Educating Tomorrow's Healthcare Team,midwestern.edu,5.83,490,1743,http://wave.webaim.org/report?url=https://www.midwestern.edu/,17,6,32,39,142,254,Midwestern University-Glendale,Glendale,AZ,4,4,2,,0.0,,,,,0.9471,1,1602392.0,,,
277,"Chicago, IL Campus – The Chicago School of Professional Psychology",thechicagoschool.edu/chicago,6.55,276,1579,http://wave.webaim.org/report?url=https://www.thechicagoschool.edu/chicago/,0,4,14,22,61,175,The Chicago School of Professional Psychology at Chicago,Chicago,IL,4,4,2,,0.0,,,12524.0,12524.0,1.0,1,11633694.0,18.0,,
278,Chicago Theological Seminary | Welcome,ctschicago.edu,7.65,181,841,http://wave.webaim.org/report?url=https://www.ctschicago.edu/,3,13,26,71,39,29,Chicago Theological Seminary,Chicago,IL,4,4,2,,0.0,,,,,0.9333,1,22352342.0,,,
279,City Colleges of Chicago - Richard J. Daley -  Home,ccc.edu/colleges/daley/pages/default.aspx,8.94,315,2493,http://wave.webaim.org/report?url=ccc.edu/colleges/daley/pages/default.aspx,5,1,73,21,192,23,City Colleges of Chicago-Richard J Daley College,Chicago,IL,1,2,1,,0.0,8423.0,,4380.0,14430.0,0.2411,2,,2266.0,2897.0,
280,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture,Urbana,IL,1,1,3,,0.0,,,,,,3,,21.0,,
281,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Highland,Highland,IN,1,1,3,,0.0,,22134.0,,,,3,,277.0,,16971.0
282,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,1,1,3,,0.0,,20066.0,,,,3,,75.0,,14482.0
283,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,1,1,3,,0.0,,20264.0,,,,3,,101.0,,15434.0
284,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,1,1,3,,0.0,,,,,,3,,292.0,,
285,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,1,1,3,,0.0,,20086.0,,,,3,,235.0,,19041.0
286,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,1,1,3,,0.0,,20086.0,,,,3,,101.0,,19254.0
287,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Peoria,Peoria,IL,1,1,3,,0.0,,20120.0,,,,3,,112.0,,15629.0
288,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Rockford,Rockford,IL,1,1,3,,0.0,,22277.0,,,,3,,205.0,,21597.0
289,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,1,1,3,,0.0,,20086.0,,,,3,,136.0,,16504.0
290,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,1,1,3,,0.0,,21668.0,,,,3,,281.0,,17506.0
291,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,1,1,3,,0.0,,21372.0,,,,3,,114.0,,15227.0
292,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Elgin,Elgin,IL,1,1,3,,0.0,,22143.0,,,,3,,112.0,,18138.0
293,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Janesville,Janesville,WI,1,1,3,,0.0,,21451.0,,,,3,,56.0,,15638.0
294,"Cosmetology, Barber and Esthetics School - Tricoci University",tricociuniversity.edu,5.04,192,822,http://wave.webaim.org/report?url=https://www.tricociuniversity.edu/,14,41,13,28,56,40,Tricoci University of Beauty Culture-Normal,Normal,IL,1,1,3,,0.0,,19994.0,,,,3,,56.0,,16061.0
295,"DePaul University | DePaul University, Chicago",depaul.edu,5.32,131,819,http://wave.webaim.org/report?url=https://www.depaul.edu/,5,5,13,23,51,34,DePaul University,Chicago,IL,3,4,2,0.7024,0.0,57122.0,,41202.0,41202.0,0.4877,1,696452000.0,14009.0,,31174.0
296,Homepage | First Institute,firstinstitute.edu,4.02,552,1258,http://wave.webaim.org/report?url=www.firstinstitute.edu/,4,63,26,46,47,366,First Institute of Travel Inc.,Crystal Lake,IL,1,1,3,,0.0,,23671.0,,,,3,,273.0,,20000.0
297,G Skin & Beauty Institute | Naperville Skin Institute | Beauty School,gskinbeautyinstitute.edu,6.42,438,1302,http://wave.webaim.org/report?url=gskinbeautyinstitute.edu/,55,51,162,44,71,55,G Skin & Beauty Institute,Schaumburg,IL,1,1,3,,0.0,,24076.0,,,,3,,438.0,,21557.0
298,G Skin & Beauty Institute | Naperville Skin Institute | Beauty School,gskinbeautyinstitute.edu,7.03,438,1302,http://wave.webaim.org/report?url=www.gskinbeautyinstitute.edu/,55,51,162,44,71,55,G Skin & Beauty Institute,Schaumburg,IL,1,1,3,,0.0,,24076.0,,,,3,,438.0,,21557.0
299,G Skin & Beauty Institute | Naperville Skin Institute | Beauty School,gskinbeautyinstitute.edu,6.42,438,1302,http://wave.webaim.org/report?url=gskinbeautyinstitute.edu/,55,51,162,44,71,55,G Skin & Beauty Institute,Oakbrook,IL,1,1,3,,0.0,,28777.0,,,,3,,499.0,,25521.0
300,G Skin & Beauty Institute | Naperville Skin Institute | Beauty School,gskinbeautyinstitute.edu,7.03,438,1302,http://wave.webaim.org/report?url=www.gskinbeautyinstitute.edu/,55,51,162,44,71,55,G Skin & Beauty Institute,Oakbrook,IL,1,1,3,,0.0,,28777.0,,,,3,,499.0,,25521.0
301,Hebrew Theological College | Touro University,htc.edu,2.52,56,196,http://wave.webaim.org/report?url=www.htc.edu/,0,6,12,15,10,13,Hebrew Theological College,Skokie,IL,3,3,2,0.8333,0.0,28145.0,,13760.0,13760.0,0.4211,1,879395.0,103.0,,19485.0
302,University of Illinois Chicago,uic.edu,9.05,205,744,http://wave.webaim.org/report?url=www.uic.edu/,2,1,4,12,69,117,University of Illinois Chicago,Chicago,IL,3,4,1,0.7263,0.0,25831.0,,14098.0,28448.0,0.7176,1,367788661.0,21702.0,13214.0,
303,Illinois State University - Illinois’ first public university,illinoisstate.edu,4.43,227,699,http://wave.webaim.org/report?url=illinoisstate.edu/,3,26,3,25,72,98,Illinois State University,Normal,IL,3,4,1,0.8131,0.0,31124.0,,15319.0,26843.0,0.7796,1,144350035.0,17955.0,20830.0,
304,John A. Logan College,jalc.edu,2.52,72,305,http://wave.webaim.org/report?url=https://www.jalc.edu/,6,22,8,9,22,5,John A Logan College,Carterville,IL,2,2,1,,0.0,11409.0,,4066.0,6586.0,0.4057,2,8409495.0,2422.0,4763.0,
305,Knox College - nationally ranked liberal arts college,knox.edu,4.12,110,390,http://wave.webaim.org/report?url=https://www.knox.edu/,9,40,23,25,12,1,Knox College,Galesburg,IL,3,3,2,0.7084,0.0,60393.0,,49974.0,49974.0,0.8148,1,170174020.0,1130.0,,20548.0
306,Lake Forest College | Lake Forest College,lakeforest.edu,5.82,343,2817,http://wave.webaim.org/report?url=www.lakeforest.edu/,133,10,13,20,166,1,Lake Forest College,Lake Forest,IL,3,4,2,0.5761,0.0,62405.0,,49822.0,49822.0,0.5902,1,87498703.0,1552.0,,23991.0
307,"Generations College, 2-Year Private College In Chicago & Online",maccormac.edu,3.92,189,1048,http://wave.webaim.org/report?url=www.maccormac.edu/,12,28,46,11,65,27,MacCormac College,Chicago,IL,2,2,2,,0.0,22360.0,,12700.0,12700.0,0.2353,2,,276.0,,19233.0
308,McCormick Theological Seminary,mccormick.edu,5.54,259,1349,http://wave.webaim.org/report?url=https://www.mccormick.edu/,8,59,41,25,24,102,McCormick Theological Seminary,Chicago,IL,4,4,2,,0.0,,,,,0.2727,1,78180933.0,,,
309,Meadville Lombard Theological School,meadville.edu,3.83,367,1072,http://wave.webaim.org/report?url=www.meadville.edu/,4,26,41,100,86,110,Meadville Theological School of Lombard College,Chicago,IL,4,4,2,,0.0,,,,,0.2857,1,25442176.0,,,
310,Northern Seminary,seminary.edu,3.22,317,914,http://wave.webaim.org/report?url=www.seminary.edu/,58,29,102,15,113,0,Northern Baptist Theological Seminary,Lisle,IL,4,4,2,,0.0,,,,,,1,16799476.0,,,
311,Home,oehrleinschool.com,2.62,71,497,http://wave.webaim.org/report?url=oehrleinschool.com/,3,4,20,11,18,15,Oehrlein School of Cosmetology,East Peoria,IL,1,1,3,,0.0,,13248.0,,,,3,,44.0,,9429.0
312,Prairie State College,prairiestate.edu,9.46,217,2190,http://wave.webaim.org/report?url=www.prairiestate.edu/,6,5,48,26,88,44,Prairie State College,Chicago Heights,IL,2,2,1,,0.0,14638.0,,4176.0,11064.0,0.387,2,2621873.0,2300.0,8981.0,
313,Home - Principia College,principiacollege.edu,6.16,269,1240,http://wave.webaim.org/report?url=www.principiacollege.edu/,2,5,37,22,61,142,Principia College,Elsah,IL,3,3,2,0.9324,0.0,,,30720.0,30720.0,0.8846,1,395656825.0,334.0,,
314,Liberal Arts College | Private Midwest | Quincy University,quincy.edu,4.02,148,1451,http://wave.webaim.org/report?url=www.quincy.edu/,37,4,23,22,58,4,Quincy University,Quincy,IL,3,4,2,0.6713,0.0,41831.0,,31160.0,31160.0,0.4874,1,13370934.0,954.0,,16466.0
315,Rockford University: Accredited Degree Programs in Rockford IL,rockford.edu,9.97,193,1741,http://wave.webaim.org/report?url=www.rockford.edu/,24,5,27,15,65,57,Rockford University,Rockford,IL,3,4,2,0.5082,0.0,43866.0,,33050.0,33050.0,0.385,1,24989903.0,1000.0,,24103.0
316,"Roosevelt University | Chicago and Schaumburg, Illinois and Online",roosevelt.edu,3.62,277,843,http://wave.webaim.org/report?url=www.roosevelt.edu/,4,8,169,18,54,24,Roosevelt University,Chicago,IL,3,4,2,0.7652,0.0,44322.0,,31493.0,31493.0,0.3338,1,124101536.0,2978.0,,21678.0
317,RUSH University,rushu.rush.edu,3.76,351,1160,http://wave.webaim.org/report?url=www.rushu.rush.edu/,15,62,26,34,61,153,Rush University,Chicago,IL,3,4,2,,0.0,,,,,0.7461,1,641950000.0,104.0,,
318,University of St. Francis - University of St. Francis,stfrancis.edu,6.93,524,1586,http://wave.webaim.org/report?url=https://www.stfrancis.edu/,1,39,12,16,63,393,University of St Francis,Joliet,IL,3,4,2,0.6009,0.0,42819.0,,35000.0,35000.0,0.885,1,21815121.0,1581.0,,17102.0
319,Southern Illinois University,siu.edu,4.52,111,582,http://wave.webaim.org/report?url=www.siu.edu/,20,2,9,8,25,47,Southern Illinois University-Carbondale,Carbondale,IL,3,4,1,0.9178,0.0,29023.0,,15104.0,15104.0,0.8072,1,153968634.0,8115.0,16285.0,
320,Home | Triton College,triton.edu,4.22,232,1092,http://wave.webaim.org/report?url=www.triton.edu/,18,24,8,12,81,89,Triton College,River Grove,IL,2,2,1,,0.0,10977.0,,4470.0,13530.0,0.3016,2,363868.0,6395.0,4816.0,
321,Home | Triton College,triton.edu,4.22,232,1092,http://wave.webaim.org/report?url=www.triton.edu/,18,24,8,12,81,89,Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,0,0,1,,,,,2000.0,2000.0,,2,,,,
322,Home - Anderson University,anderson.edu,6.02,435,1448,http://wave.webaim.org/report?url=https://anderson.edu/,3,13,22,22,48,327,Anderson University,Anderson,IN,3,4,2,0.665,0.0,44342.0,,32100.0,32100.0,1.0,1,32246000.0,1198.0,,23046.0
323,Butler University,butler.edu,5.23,214,895,http://wave.webaim.org/report?url=www.butler.edu/,7,7,21,65,30,84,Butler University,Indianapolis,IN,3,4,2,0.7569,0.0,61623.0,,43400.0,43400.0,1.0,1,220516000.0,4404.0,,39430.0
324,,donrobertsspaschool.com,2.12,7,38,http://wave.webaim.org/report?url=www.donrobertsspaschool.com/,1,0,4,1,1,0,Don Roberts School of Hair Design,Schererville,IN,1,1,3,,0.0,,19008.0,,,,3,,22.0,,16824.0
325,"Franklin College | Liberal Arts School in Franklin, Indiana",franklincollege.edu,4.12,313,1200,http://wave.webaim.org/report?url=www.franklincollege.edu/,20,7,24,5,167,90,Franklin College,Franklin,IN,3,4,2,0.7607,0.0,46533.0,,33954.0,33954.0,0.7714,1,87386625.0,912.0,,20535.0
326,Indiana's First Private College | Hanover College,hanover.edu,4.63,302,866,http://wave.webaim.org/report?url=www.hanover.edu/,11,10,22,46,67,146,Hanover College,Hanover,IN,3,3,2,0.6932,0.0,52998.0,,39650.0,39650.0,0.9358,1,146078010.0,1025.0,,20732.0
327,Martin University | Indianapolis | Higher Education,martin.edu,8.34,426,1416,http://wave.webaim.org/report?url=www.martin.edu/,7,67,78,27,50,197,Martin University,Indianapolis,IN,3,4,2,,0.0,23393.0,,13200.0,13200.0,0.8,1,,170.0,,14764.0
328,"Mid-America College of Funeral Service - Jeffersonville, Indiana",mid-america.edu,2.82,143,656,http://wave.webaim.org/report?url=www.mid-america.edu/,3,2,57,4,34,43,Mid-America College of Funeral Service,Jeffersonville,IN,2,3,2,,0.0,22581.0,,12700.0,12700.0,,1,,92.0,,16910.0
329,University of Notre Dame,nd.edu,1.92,130,612,http://wave.webaim.org/report?url=www.nd.edu/,0,3,23,17,50,37,University of Notre Dame,Notre Dame,IN,3,4,2,0.1899,0.0,74172.0,,57699.0,57699.0,0.8958,1,11565964000.0,8854.0,,31101.0
330,University of Notre Dame,nd.edu,1.92,130,612,http://wave.webaim.org/report?url=www.nd.edu/,0,3,23,17,50,37,University of Notre Dame -,Chicago,IL,0,0,2,,,,,,,,1,,,,
331,Saint Meinrad Seminary and School of Theology,saintmeinrad.edu,5.96,306,883,http://wave.webaim.org/report?url=https://www.saintmeinrad.edu/,24,15,16,1,32,218,Saint Meinrad School of Theology,St. Meinrad,IN,4,4,2,,0.0,,,,,1.0,1,45851255.0,,,
332,Valparaiso University | Where Passion Meets Purpose,valpo.edu,4.54,117,422,http://wave.webaim.org/report?url=https://www.valpo.edu/,3,0,36,27,26,25,Valparaiso University,Valparaiso,IN,3,4,2,0.8663,0.0,53847.0,,43286.0,43286.0,0.7384,1,259042000.0,2719.0,,22899.0
333,Welcome - Vincennes University,vinu.edu,4.03,125,1352,http://wave.webaim.org/report?url=https://www.vinu.edu/,7,10,16,22,62,8,Vincennes University,Vincennes,IN,2,3,1,,0.0,18741.0,,6251.0,14781.0,0.233,1,61980311.0,4850.0,11518.0,
334,Home | Central College,central.edu,3.12,118,801,http://wave.webaim.org/report?url=www.central.edu/,8,1,27,27,32,23,Central College,Pella,IA,3,3,2,0.6368,0.0,53402.0,,18600.0,18600.0,1.0,1,79746593.0,1091.0,,21099.0
335,One of the Best Small Colleges in the Country | Coe College,coe.edu,5.13,156,557,http://wave.webaim.org/report?url=www.coe.edu/,3,7,25,28,42,51,Coe College,Cedar Rapids,IA,3,3,2,0.7986,0.0,58857.0,,47220.0,47220.0,1.0,1,96775214.0,1363.0,,20371.0
336,Cornell College - This. Is our block - Study One Course At A Time,cornellcollege.edu,3.62,109,382,http://wave.webaim.org/report?url=www.cornellcollege.edu/,3,6,20,18,41,21,Cornell College,Mount Vernon,IA,3,3,2,0.8241,0.0,58201.0,,45914.0,45914.0,1.0,1,76288112.0,996.0,,23694.0
337,Home - Ellsworth Community College,ecc.iavalley.edu,2.72,353,1593,http://wave.webaim.org/report?url=https://ecc.iavalley.edu/,1,13,68,24,71,176,Ellsworth Community College,Iowa Falls,IA,2,2,1,,0.0,16181.0,,4968.0,5904.0,1.0,2,,587.0,10846.0,
338,Beauty School in Iowa: Learn to Become A Cosmetologist,ljic.edu,4.92,569,1611,http://wave.webaim.org/report?url=www.ljic.edu/,44,23,22,30,50,400,La James International College-Cedar Falls,Cedar Falls,IA,1,1,3,,0.0,,23558.0,,,,2,,18.0,,16296.0
339,Beauty School in Iowa: Learn to Become A Cosmetologist,ljic.edu,4.92,569,1611,http://wave.webaim.org/report?url=www.ljic.edu/,44,23,22,30,50,400,La James International College-Johnston,Johnston,IA,1,1,3,,0.0,,26717.0,,,,2,,54.0,,23569.0
340,Beauty School in Iowa: Learn to Become A Cosmetologist,ljic.edu,4.92,569,1611,http://wave.webaim.org/report?url=www.ljic.edu/,44,23,22,30,50,400,La James International College-Ft Dodge,Fort Dodge,IA,1,1,3,,0.0,,21649.0,,,,2,,22.0,,16304.0
341,Beauty School in Iowa: Learn to Become A Cosmetologist,ljic.edu,4.92,569,1611,http://wave.webaim.org/report?url=www.ljic.edu/,44,23,22,30,50,400,La James International College-Davenport,Davenport,IA,1,1,3,,0.0,,20418.0,,,,2,,60.0,,16836.0
342,LaJames College - Beauty School - LaJames College & Beauty School,lajames.edu,8.03,186,825,http://wave.webaim.org/report?url=www.lajames.edu/,12,38,19,23,36,58,La James College of Hairstyling and Cosmetology,Mason City,IA,1,1,3,,0.0,,14331.0,,,,2,,54.0,,7540.0
343,"Loras College | Catholic, Liberal Arts | Dubuque, IA",loras.edu,5.32,111,872,http://wave.webaim.org/report?url=www.loras.edu/,19,20,8,17,25,22,Loras College,Dubuque,IA,3,4,2,0.5838,0.0,46290.0,,35218.0,35218.0,0.8209,1,40621690.0,1239.0,,21629.0
344,Northwestern College | Iowa’s Standout Christian College,nwciowa.edu,5.03,111,840,http://wave.webaim.org/report?url=https://www.nwciowa.edu/,10,4,10,18,37,32,Northwestern College,Orange City,IA,3,4,2,0.7377,0.0,45760.0,,32920.0,32920.0,1.0,1,56662773.0,1040.0,,22410.0
345,Home - Northwest Iowa Community College,nwicc.edu,8.24,196,1292,http://wave.webaim.org/report?url=www.nwicc.edu/,1,4,79,29,58,25,Northwest Iowa Community College,Sheldon,IA,2,2,1,,0.0,16895.0,,6390.0,6690.0,0.2609,2,3911983.0,838.0,10831.0,
346,Southeastern Community College,scciowa.edu,3.53,121,513,http://wave.webaim.org/report?url=www.scciowa.edu/,16,1,28,26,50,0,Southeastern Community College,West Burlington,IA,2,2,1,,0.0,12365.0,,5910.0,6060.0,1.0,2,6761205.0,2210.0,7005.0,
347,Home - Western Iowa Tech Community College,witcc.edu,4.93,115,524,http://wave.webaim.org/report?url=https://www.witcc.edu/,0,4,21,30,11,49,Western Iowa Tech Community College,Sioux City,IA,1,2,1,,0.0,13677.0,,4488.0,4512.0,0.3231,2,2957700.0,2804.0,8309.0,
348,Coffeyville Community College: Home Page | Coffeyville Community College,coffeyville.edu,3.72,229,1159,http://wave.webaim.org/report?url=www.coffeyville.edu/,1,4,36,28,61,99,Coffeyville Community College,Coffeyville,KS,2,2,1,,0.0,11650.0,,3040.0,4608.0,0.7049,2,10177165.0,970.0,6214.0,
349,Coffeyville Community College: Home Page | Coffeyville Community College,coffeyville.edu,3.72,229,1159,http://wave.webaim.org/report?url=www.coffeyville.edu/,1,4,36,28,61,99,Coffeyville Technical Campus,Coffeyville,KS,0,0,1,,,,,3040.0,4608.0,,3,,,,
350,Coffeyville Community College: Home Page | Coffeyville Community College,coffeyville.edu,3.72,229,1159,http://wave.webaim.org/report?url=www.coffeyville.edu/,1,4,36,28,61,99,Columbus Technical Campus,Columbus,KS,0,0,1,,,,,3040.0,4608.0,,3,,,,
351,Explore the home of the Jayhawks | The University of Kansas,ku.edu,3.23,198,590,http://wave.webaim.org/report?url=https://ku.edu/,2,0,22,13,22,139,University of Kansas,Lawrence,KS,3,4,1,0.9093,0.0,26204.0,,11166.0,28034.0,0.846,1,1842170498.0,18438.0,20257.0,
352,Home - MidAmerica Nazarene University,mnu.edu,8.23,362,2223,http://wave.webaim.org/report?url=www.mnu.edu/,9,32,70,36,71,144,MidAmerica Nazarene University,Olathe,KS,3,4,2,0.6376,0.0,48863.0,,32872.0,32872.0,1.0,1,13612468.0,1099.0,,29757.0
353,Home | Pratt Community College,prattcc.edu,3.42,230,759,http://wave.webaim.org/report?url=www.prattcc.edu/,1,48,20,28,33,100,Pratt Community College,Pratt,KS,1,2,1,,0.0,13819.0,,3680.0,4296.0,0.973,2,4852433.0,622.0,9158.0,
354,Berea College,berea.edu,3.02,90,544,http://wave.webaim.org/report?url=https://www.berea.edu/,1,7,10,21,41,10,Berea College,Berea,KY,3,3,2,0.3296,0.0,54866.0,,45092.0,45092.0,0.8777,1,1218740000.0,1432.0,,5222.0
355,"Your future, front and centre. | Centre College",centre.edu,3.02,119,605,http://wave.webaim.org/report?url=https://www.centre.edu/,0,3,3,39,46,28,Centre College,Danville,KY,3,3,2,0.7208,0.0,56645.0,,44300.0,44300.0,0.932,1,330599920.0,1333.0,,21426.0
356,The Southern Baptist Theological Seminary,sbts.edu,3.92,126,586,http://wave.webaim.org/report?url=www.sbts.edu/,12,19,14,14,50,17,The Southern Baptist Theological Seminary,Louisville,KY,3,4,2,0.7726,0.0,,,11896.0,11896.0,1.0,1,93366019.0,794.0,,
357,Spalding University,spalding.edu,4.12,143,890,http://wave.webaim.org/report?url=https://www.spalding.edu/,0,1,24,34,77,7,Spalding University,Louisville,KY,3,4,2,0.9343,0.0,38163.0,,25975.0,25975.0,0.6513,1,20739496.0,842.0,,21976.0
358,WKU - Western Kentucky University,wku.edu,4.12,202,636,http://wave.webaim.org/report?url=www.wku.edu/,0,6,30,19,47,100,Western Kentucky University,Bowling Green,KY,3,4,1,0.9775,0.0,21084.0,,10802.0,26496.0,0.7241,1,15592110.0,13086.0,12522.0,
359,Cloyd's Beauty School,cloydsbeautyschool.com,3.73,214,1195,http://wave.webaim.org/report?url=cloydsbeautyschool.com/,1,18,6,28,41,120,Cloyd's Beauty School 1 Inc,West Monroe,LA,1,1,3,,0.0,,9998.0,,,,3,,43.0,,6353.0
360,Cloyd's Beauty School,cloydsbeautyschool.com,3.73,214,1195,http://wave.webaim.org/report?url=cloydsbeautyschool.com/,1,18,6,28,41,120,Cloyd's Beauty School 3 Inc,Monroe,LA,1,1,3,,0.0,,11640.0,,,,3,,75.0,,6042.0
361,Las Vegas Bartending School and Casino Dealer School - Crescent School of Gaming and Bartending,crescent.edu,4.93,166,674,http://wave.webaim.org/report?url=crescent.edu/,25,4,31,24,56,26,Crescent City Bartending School,New Orleans,LA,1,1,3,,0.0,,19829.0,,,,3,,268.0,,16529.0
362,Home,dcc.edu,3.82,172,709,http://wave.webaim.org/report?url=https://www.dcc.edu/,1,6,42,24,39,60,Delgado Community College,New Orleans,LA,1,2,1,,0.0,13584.0,,4079.0,4079.0,0.4168,2,2649515.0,12312.0,8311.0,
363,LSU Shreveport,lsus.edu,3.22,244,797,http://wave.webaim.org/report?url=www.lsus.edu/,20,35,3,35,28,123,Louisiana State University-Shreveport,Shreveport,LA,3,4,1,0.8268,0.0,19065.0,,7160.0,20314.0,0.6513,1,23688778.0,2290.0,8703.0,
